	pval	padj
714	0.13429522752497225	0.13429522752497225
6350	0.1453940066592675	0.13984461709211987
6819	0.146503884572697	0.14206437291897892
5644	0.14983351831298558	0.14400665926748057
1799	0.15427302996670367	0.1460599334073252
651	0.15538290788013318	0.14761376248612654
108	0.15538290788013318	0.14872364039955605
2950	0.1564927857935627	0.1496947835738069
2825	0.1564927857935627	0.15045011715377976
4543	0.15760266370699222	0.151165371809101
4550	0.15871254162042175	0.15185147815558472
4330	0.1598224195338513	0.15251572327044027
5093	0.1609322974472808	0.15316315205327416
1410	0.16315205327413984	0.15387664499762171
4141	0.16426193118756938	0.1545689974102849
5347	0.16981132075471697	0.15552164261931192
1975	0.1709211986681465	0.15642749885747867
1530	0.17314095449500555	0.1573560241706746
950	0.1753607103218646	0.15830363923126353
5565	0.17758046614872364	0.15926748057713652
7014	0.18091009988901222	0.16029808149674965
1670	0.1853496115427303	0.16143678740793058
6344	0.18756936736958935	0.16257298653669836
3335	0.19422863485016648	0.16389197188309287
1727	0.19644839067702552	0.16519422863485014
5076	0.19644839067702552	0.1663963117903184
5524	0.19644839067702552	0.16750935174908535
1302	0.1997780244173141	0.16866180434437922
6379	0.1997780244173141	0.16973477745034246
254	0.2008879023307436	0.17077321494635583
3092	0.20199778024417314	0.1717804589882209
1021	0.20310765815760268	0.17275943396226406
491	0.20421753607103219	0.17371270978374187
6343	0.20532741398446172	0.1746425540249395
4591	0.20643729189789123	0.17555097510702383
6265	0.20754716981132076	0.1764397582932543
5271	0.20865704772475027	0.17731049584545688
4678	0.2097669256381798	0.1781646124189496
2796	0.2097669256381798	0.17897492814251958
6431	0.21087680355160932	0.17977247502774682
3445	0.21087680355160932	0.18053111718686543
5293	0.21087680355160932	0.18125363352888313
5996	0.21087680355160932	0.1819425444596442
2365	0.21087680355160932	0.18260014125718885
6824	0.21198668146503885	0.18325317548402995
6922	0.21642619311875694	0.18397432804130662
4089	0.21642619311875694	0.18466479325572047
4117	0.21753607103218647	0.1853496115427302
4572	0.21753607103218647	0.18600647806292317
3372	0.21753607103218647	0.18663706992230847
1036	0.21864594894561598	0.18726469500119683
4545	0.21864594894561598	0.18786818065397412
611	0.21864594894561598	0.1884488932632504
2754	0.22086570477247502	0.1890492045874953
2283	0.22086570477247502	0.18962768640904037
5827	0.22197558268590456	0.19020532741398438
7023	0.22197558268590456	0.19076270031349177
5744	0.2241953385127636	0.19133912511003096
2501	0.2241953385127636	0.19189601008295865
2983	0.2241953385127636	0.1924343322234554
5881	0.2241953385127636	0.19295500445770639
6565	0.2253052164261931	0.19347678207010133
