	pval	padj
1863	0.03218645948945616	0.03218645948945616
1410	0.042175360710321866	0.03718091009988901
1209	0.048834628190899	0.041065482796892344
6455	0.048834628190899	0.04300776914539401
2626	0.08990011098779134	0.05238623751387348
75	0.14761376248612654	0.06825749167591566
899	0.16315205327413984	0.08181385761851911
6563	0.18201997780244172	0.09433962264150944
602	0.1864594894561598	0.10457516339869281
2500	0.18756936736958935	0.11287458379578245
1431	0.19089900110987792	0.1199677126425184
4542	0.19422863485016648	0.12615612282648908
825	0.20310765815760268	0.1320754716981132
1621	0.21087680355160932	0.1377041382590772
3038	0.21864594894561598	0.14310025897151313
52	0.2241953385127636	0.14816870144284128
6807	0.2241953385127636	0.1526408565646014
6822	0.2253052164261931	0.15667776544580095
3638	0.23085460599334073	0.16058180968514515
368	0.24195338512763595	0.1646503884572697
2306	0.244173140954495	0.16843718619523282
1435	0.2563817980022198	0.17243466855009584
6574	0.2586015538290788	0.17618105486657337
5341	0.2641509433962264	0.17984646688864225
1755	0.26970033296337403	0.18344062153163151
5781	0.27746947835738067	0.18705711602492953
5093	0.29411764705882354	0.19102232087803672
6265	0.29633740288568255	0.19478357380688122
294	0.2974472807991121	0.19832370163419952
5525	0.2985571587125416	0.20166481687014423
5330	0.30077691453940064	0.204861981311088
3313	0.3029966703662597	0.2079286903440621
491	0.3052164261931188	0.2108768035516093
3001	0.3052164261931188	0.2136514983351831
5727	0.30632630410654826	0.21629934992865066
4739	0.3074361820199778	0.2188309285978542
906	0.30854605993340734	0.22125566187719348
5413	0.30854605993340734	0.2235527776155149
5596	0.30965593784683687	0.22576055095477954
5277	0.31076581576026635	0.2278856825749167
359	0.31076581576026635	0.229907149237974
5665	0.3118756936736959	0.23185878124834833
1576	0.3118756936736959	0.23371963967684475
121	0.3118756936736959	0.23549591363131864
6844	0.3129855715871254	0.23721790603033657
6371	0.3129855715871254	0.23886502919461458
5126	0.31409544950055496	0.24046567643516648
1311	0.31409544950055496	0.24199963004069538
6258	0.31409544950055496	0.24347097329497822
1489	0.31520532741398444	0.24490566037735836
1021	0.316315205327414	0.24630584753324178
6006	0.31853496115427304	0.24769486894903084
624	0.31853496115427304	0.24903147446233728
4115	0.3196448390677026	0.25033912936243663
2804	0.3196448390677026	0.2515992331752597
2824	0.3196448390677026	0.25281433328048186
3563	0.32075471698113206	0.2540062698366336
4916	0.3218645948945616	0.25517624095832203
3066	0.3218645948945616	0.2563065520419871
305	0.3218645948945616	0.25739918608953
651	0.32297447280799113	0.25847419078983264
6583	0.32408435072142067	0.259532419175826
5754	0.32519422863485015	0.26057467011962
296	0.32519422863485015	0.26158435072142044
2812	0.32519422863485015	0.2625629642277809
3835	0.32519422863485015	0.26351192277940316
3262	0.3274139844617092	0.26446568489406447
3367	0.3274139844617092	0.2653913951818239
5968	0.3274139844617092	0.2662902732873295
2154	0.3274139844617092	0.2671634691612493
183	0.32852386237513875	0.2680277000515857
1684	0.32963374028856823	0.2688833394993216
1609	0.32963374028856823	0.26971553677040716
423	0.33074361820199777	0.27054024057353676
1507	0.33074361820199777	0.2713429522752495
6868	0.33074361820199777	0.272124539984812
2166	0.3318534961154273	0.27290024071378105
22	0.3318534961154273	0.2736560516804688
3854	0.3318534961154273	0.27439272819230376
6663	0.3318534961154273	0.2751109877913428
4087	0.3318534961154273	0.2758115125854673
4174	0.33296337402885684	0.2765084865055087
269	0.33296337402885684	0.27718866587325985
6679	0.33296337402885684	0.2778526504941598
2589	0.33296337402885684	0.2785010119475092
438	0.33296337402885684	0.27913429522752486
5530	0.33296337402885684	0.27975302027121834
5087	0.33296337402885684	0.2803576833821006
2538	0.33296337402885684	0.28094875855790685
3953	0.3340732519422864	0.2815390307066222
6865	0.3340732519422864	0.28211632984108004
4599	0.3340732519422864	0.282681078994354
6927	0.3340732519422864	0.2832336830045468
3488	0.33518312985571586	0.28378633669445286
3349	0.33518312985571586	0.2843273555698346
1574	0.33518312985571586	0.2848571032186458
5802	0.33518312985571586	0.2853759282355228
4658	0.33518312985571586	0.28588416498674923
4942	0.33518312985571586	0.28638213432886
196	0.33518312985571586	0.28687014428412855
565	0.3362930077691454	0.2873594795661584
4	0.3374028856825749	0.28785010119475074
5706	0.3374028856825749	0.28833119618977815
6567	0.3374028856825749	0.28880303935797813
3373	0.3374028856825749	0.28926589503726
2822	0.3374028856825749	0.28972001759051774
2819	0.3374028856825749	0.2901656518717519
709	0.33851276359600446	0.2906133103136431
6362	0.33851276359600446	0.29105275483916937
4967	0.33851276359600446	0.29148420946423154
1397	0.33851276359600446	0.29190789013208535
4892	0.33851276359600446	0.2923240050737275
1612	0.33851276359600446	0.29273275514914593
6855	0.33851276359600446	0.29313433417060963
2487	0.33851276359600446	0.29352892920909135
5288	0.33851276359600446	0.2939167208848406
4251	0.33851276359600446	0.29429788364305576
3261	0.33851276359600446	0.29467258601553836
4101	0.33851276359600446	0.29504099086915575
5995	0.33962264150943394	0.2954125046244914
6672	0.33962264150943394	0.2957778776565984
5149	0.33962264150943394	0.2961372609668676
3972	0.33962264150943394	0.29649080064607547
5770	0.33962264150943394	0.29683863807239286
3544	0.33962264150943394	0.29718091009988923
3095	0.3407325194228635	0.2975265577929287
4379	0.3407325194228635	0.2978667622152117
6692	0.3407325194228635	0.29820165094339646
6898	0.3407325194228635	0.29853134759827604
6996	0.3407325194228635	0.29885597199692676
2826	0.3407325194228635	0.2991756402978881
4606	0.3407325194228635	0.299490465139744
4803	0.3407325194228635	0.29980055577345166
1941	0.3407325194228635	0.30010601818874577
4081	0.341842397336293	0.3004151765528017
6425	0.341842397336293	0.3007197884703274
710	0.341842397336293	0.3010199534985461
4948	0.341842397336293	0.30131576830896456
4956	0.341842397336293	0.3016073267911756
6738	0.34295227524972255	0.30190264785159376
6921	0.34295227524972255	0.3021937799608003
5379	0.34295227524972255	0.3024808116177646
6779	0.34295227524972255	0.3027638288459601
5114	0.34406215316315203	0.30305062276482947
5022	0.34406215316315203	0.3033334609055075
696	0.34406215316315203	0.3036124245511078
1042	0.34406215316315203	0.30388759277295846
6250	0.34406215316315203	0.3041590425053246
1644	0.34517203107658156	0.3044342974621787
5402	0.34517203107658156	0.3047058823529413
3396	0.34517203107658156	0.304973870092833
6129	0.34517203107658156	0.3052383316782524
2970	0.34517203107658156	0.3054993362494833
6755	0.3462819089900111	0.30576415815039576
287	0.3462819089900111	0.3060255629945223
1727	0.3462819089900111	0.30628361649449337
5368	0.3462819089900111	0.3065383826887323
6761	0.3462819089900111	0.3067899239944366
5163	0.3462819089900111	0.3070383012585597
3690	0.3462819089900111	0.3072835738068812
6212	0.3462819089900111	0.3075257994912485
5821	0.3462819089900111	0.307765034735068
2151	0.3462819089900111	0.3080013345771228
6632	0.34739178690344064	0.30824152026203944
524	0.34739178690344064	0.3084787946053206
3215	0.34739178690344064	0.3087132102215744
3956	0.34739178690344064	0.3089448184651784
4863	0.34739178690344064	0.3091736694677871
1850	0.34739178690344064	0.309399812174507
4259	0.34739178690344064	0.3096232943787949
4603	0.34739178690344064	0.30984416275613197
6211	0.34739178690344064	0.31006246289652334
870	0.34739178690344064	0.3102782393358697
4720	0.34739178690344064	0.310491535586258
6862	0.34739178690344064	0.3107023941652134
2522	0.34739178690344064	0.31091085662395335
6965	0.34850166481687017	0.311123234071371
6781	0.34850166481687017	0.31133322525533447
6708	0.34850166481687017	0.31154087016908605
4811	0.34850166481687017	0.3117462079171293
5807	0.34850166481687017	0.31194927673977985
3787	0.34850166481687017	0.31215011403690673
4397	0.34850166481687017	0.3123487563908956
5066	0.34850166481687017	0.3125452395888629
6820	0.34850166481687017	0.3127395986441494
1164	0.34961154273029965	0.3129378349026771
3565	0.34961154273029965	0.3131339509873168
5529	0.34961154273029965	0.31332798073063056
2131	0.34961154273029965	0.31351995724914733
6372	0.34961154273029965	0.313709912962206
4489	0.34961154273029965	0.31389787961020654
1563	0.34961154273029965	0.31408388827229033
4536	0.34961154273029965	0.31426796938347173
3394	0.34961154273029965	0.31445015275123894
5742	0.34961154273029965	0.31463046757164437
6550	0.34961154273029965	0.3148089424449028
3412	0.34961154273029965	0.31498560539051396
6589	0.3507214206437292	0.31516608930593426
4219	0.3507214206437292	0.3153447593126568
6163	0.3507214206437292	0.3155216426193122
6659	0.3507214206437292	0.31569676589306556
1259	0.3507214206437292	0.3158701552730193
2803	0.3507214206437292	0.31604183638321987
3606	0.3507214206437292	0.31621183434528116
4699	0.3518312985571587	0.31638558782924153
807	0.3518312985571587	0.31655765438617317
1868	0.3518312985571587	0.31672805846429386
1919	0.3518312985571587	0.3168968240416634
5917	0.3518312985571587	0.3170639746374313
5810	0.3518312985571587	0.3172295333227633
6471	0.3518312985571587	0.31739352273145716
5606	0.3518312985571587	0.31755596507025763
714	0.3518312985571587	0.3177168821288816
2679	0.3518312985571587	0.3178762952897614
6939	0.3518312985571587	0.3180342255375167
6985	0.35294117647058826	0.3181958317918365
6989	0.35294117647058826	0.31835594858759114
3898	0.35294117647058826	0.3185145964219169
6335	0.35294117647058826	0.31867179541757296
2094	0.35294117647058826	0.3188275653314503
6213	0.35294117647058826	0.31898192556284916
4293	0.35294117647058826	0.31913489516153265
930	0.35294117647058826	0.3192864928355643
6990	0.35294117647058826	0.319436736958935
6059	0.35294117647058826	0.31958564557898683
5694	0.35294117647058826	0.31973323642363993
5462	0.35294117647058826	0.3198795269084283
2691	0.35294117647058826	0.3200245341433501
6488	0.35294117647058826	0.3201682749395389
3940	0.35294117647058826	0.3203107658157609
6310	0.35294117647058826	0.32045202300474285
3395	0.35294117647058826	0.320592062459337
5789	0.35294117647058826	0.320730899858527
5453	0.35294117647058826	0.3208685506132794
